机构名称,表中文名,字段中文（可忽略）
科技,科学技术奖信息,名称
科技,科学技术奖信息,申请编号
科技,科学技术奖信息,完成人姓名
科技,科学技术奖信息,完成人身份证号
科技,科学技术奖信息,序号
科技,国家或省市专利奖信息,颁发机构
科技,国家或省市专利奖信息,法定代表人（负责人）
科技,国家或省市专利奖信息,荣誉认定时间
科技,国家或省市专利奖信息,荣誉内容
科技,国家或省市专利奖信息,荣誉文书编号
科技,国家或省市专利奖信息,统一社会信用代码
科技,国家或省市专利奖信息,企业名称
科技,国家或省市专利奖信息,营业执照注册号
科技,国家或省市专利奖信息,专利号
科技,国家或省市专利奖信息,组织机构代码
科技,国家或省市专利奖信息,获得者姓名
科技,国家或省市专利奖信息,身份证号
林业局,林业推广专家名录信息,所在区域
林业局,林业推广专家名录信息,技术职称
林业局,林业推广专家名录信息,从事专业
林业局,林业推广专家名录信息,姓名
林业局,林业推广专家名录信息,身份证号
林业局,林业推广专家名录信息,办公电话
林业局,林业推广专家名录信息,工作单位
民政,慈善捐赠信息,捐赠时间
民政,慈善捐赠信息,捐赠现金
民政,慈善捐赠信息,捐赠物资折价
民政,慈善捐赠信息,接收方
民政,慈善捐赠信息,捐赠用途
民政,慈善捐赠信息,是否减免税
民政,慈善捐赠信息,凭证编号
民政,慈善捐赠信息,捐赠人姓名
民政,慈善捐赠信息,捐赠人身份证号
人社,有突出贡献中青年专家信息,工作单位
人社,有突出贡献中青年专家信息,入选年份
人社,有突出贡献中青年专家信息,姓名
人社,有突出贡献中青年专家信息,身份证号
商务,公务员荣誉表彰信息,单位名称/姓名
商务,公务员荣誉表彰信息,荣誉颁发机构
商务,公务员荣誉表彰信息,荣誉类别
商务,公务员荣誉表彰信息,荣誉名称
商务,公务员荣誉表彰信息,荣誉认定时间
商务,公务员荣誉表彰信息,荣誉证书编号
商务,公务员荣誉表彰信息,荣誉证书文号
商务,公务员荣誉表彰信息,荣誉证书有效期
商务,公务员荣誉表彰信息,统一社会信用代码/身份证号
司法,基层法律服务奖励信息,0:律师，1：律师事务所
司法,基层法律服务奖励信息,获奖日期
司法,基层法律服务奖励信息,获奖人姓名
司法,基层法律服务奖励信息,获奖人身份证号
司法,基层法律服务奖励信息,授予单位
司法,基层法律服务奖励信息,发文编号
司法,基层法律服务奖励信息,表彰名称
司法,律师年度奖励情况信息,何种奖励
司法,律师年度奖励情况信息,年度
司法,律师年度奖励情况信息,区域编码
司法,律师年度奖励情况信息,区域名称
司法,律师年度奖励情况信息,身份证号
司法,律师年度奖励情况信息,统计日期
司法,律师年度奖励情况信息,姓名
司法,律师年度奖励情况信息,执业证号
司法,司法鉴定奖励信息,表彰类型
司法,司法鉴定奖励信息,执业证书号
司法,司法鉴定奖励信息,表彰内容
司法,司法鉴定奖励信息,表彰鉴定人员对象名称
司法,司法鉴定奖励信息,身份证号
司法,司法鉴定奖励信息,是否公示
司法,司法鉴定奖励信息,主管司法局
司法,司法鉴定奖励信息,主管司法局名称
司法,司法鉴定奖励信息,表彰机构对象名称
司法,司法鉴定奖励信息,表彰对象类型
应急,应急安全生产专家信息,姓名
应急,应急安全生产专家信息,性别
应急,应急安全生产专家信息,身份证号
应急,应急安全生产专家信息,最高学历
应急,应急安全生产专家信息,毕业院校
应急,应急安全生产专家信息,工作单位
应急,应急安全生产专家信息,从事专业
应急,应急安全生产专家信息,职称
应急,应急安全生产专家信息,职务
应急,应急安全生产专家信息,联系电话
应急,应急安全生产专家信息,专家类别
应急,应急安全生产专家信息,聘用机关
应急,应急安全生产专家信息,聘用起始日期
应急,应急安全生产专家信息,聘用有效期止
应急,应急安全生产专家信息,参加工作时间
住建,建筑企业注册人员良好行为信息,发布开始时间
住建,建筑企业注册人员良好行为信息,登记日期
住建,建筑企业注册人员良好行为信息,所在企业名称
住建,建筑企业注册人员良好行为信息,奖励部门
住建,建筑企业注册人员良好行为信息,发布结束时间
住建,建筑企业注册人员良好行为信息,工程名称
住建,建筑企业注册人员良好行为信息,奖励决定文号
住建,建筑企业注册人员良好行为信息,工程地址
住建,建筑企业注册人员良好行为信息,建设单位
住建,建筑企业注册人员良好行为信息,奖励日期
住建,建筑企业注册人员良好行为信息,证件号码
住建,建筑企业注册人员良好行为信息,是否发布
住建,建筑企业注册人员良好行为信息,奖励决定内容
住建,建筑企业注册人员良好行为信息,姓名
住建,建筑企业注册人员良好行为信息,人员类型
住建,建筑企业注册人员良好行为信息,良好行为发生所在地市
住建,建筑企业注册人员良好行为信息,良好行为发生所在区县
住建,建筑企业注册人员良好行为信息,良好行为发生所在省
住建,建筑企业注册人员良好行为信息,统一社会信用代码
住建,勘察设计个人良好行为信息,奖励部门
住建,勘察设计个人良好行为信息,企业名称
住建,勘察设计个人良好行为信息,诚信类型
住建,勘察设计个人良好行为信息,良好行为发生日期
住建,勘察设计个人良好行为信息,奖励日期
住建,勘察设计个人良好行为信息,登记部门
住建,勘察设计个人良好行为信息,工程地址
住建,勘察设计个人良好行为信息,工程建设单位
住建,勘察设计个人良好行为信息,工程名称
住建,勘察设计个人良好行为信息,良好行为描述
住建,勘察设计个人良好行为信息,奖励决定文号
住建,勘察设计个人良好行为信息,证件号码
住建,勘察设计个人良好行为信息,证件类型
住建,勘察设计个人良好行为信息,奖励决定内容
住建,勘察设计个人良好行为信息,姓名
住建,勘察设计个人良好行为信息,统一社会信用代码
民政,军人安置计划明细信息,现役军衔
民政,军人安置计划明细信息,档案审核结果
民政,军人安置计划明细信息,出生日期
民政,军人安置计划明细信息,创建时间
民政,军人安置计划明细信息,残疾等级
民政,军人安置计划明细信息,残疾性质
民政,军人安置计划明细信息,入伍地
民政,军人安置计划明细信息,入伍时间
民政,军人安置计划明细信息,身份证
民政,军人安置计划明细信息,是否异地安置
民政,军人安置计划明细信息,军队大单位
民政,军人安置计划明细信息,姓名
民政,军人安置计划明细信息,人员类别
民政,军人安置计划明细信息,联系电话
民政,军人安置计划明细信息,异地安置原因
民政,军人安置计划明细信息,性别
民政,军人安置计划明细信息,供养意向
民政,军人安置计划明细信息,拟安置地
民政,边缘救助对象基本信息,行政区划
民政,边缘救助对象基本信息,户口性质
民政,边缘救助对象基本信息,申请人
民政,边缘救助对象基本信息,申请身份证
民政,边缘救助对象基本信息,家庭总人口
民政,边缘救助对象基本信息,居住地址
民政,边缘救助对象基本信息,联系电话
民政,边缘救助对象基本信息,累计收入
民政,边缘救助对象基本信息,月人均收入
民政,边缘救助对象基本信息,年份
民政,边缘救助对象基本信息,月份
民政,边缘救助对象基本信息,户籍地址
民政,边缘救助对象基本信息,申请类别
民政,边缘救助对象基本信息,致贫原因
民政,边缘救助对象基本信息,低保类别
民政,边缘救助对象基本信息,申请救助原因
民政,边缘救助对象基本信息,开户银行
民政,边缘救助对象基本信息,开户人
民政,边缘救助对象基本信息,开户人身份证
民政,边缘救助对象基本信息,银行账号
民政,边缘救助对象基本信息,累计月份
民政,边缘救助对象基本信息,累计支出
民政,边缘救助对象基本信息,保障标准
民政,边缘救助对象基本信息,生活补助金
民政,边缘救助对象基本信息,重残人数
民政,边缘救助对象基本信息,保障总人口
民政,边缘救助对象基本信息,残疾补差金
民政,边缘救助对象基本信息,其他补助金
民政,边缘救助对象基本信息,总发放金额
民政,边缘救助对象基本信息,救助日期
民政,边缘救助对象基本信息,救助证编号
民政,边缘救助对象基本信息,调查时间
民政,边缘救助对象基本信息,调查结果
民政,边缘救助对象基本信息,省厅区划编码
民政,边缘救助对象基本信息,民政部区划编码
民政,边缘救助共同生活家庭成员信息,工作单位
民政,边缘救助共同生活家庭成员信息,身份证
民政,边缘救助共同生活家庭成员信息,姓名
民政,边缘救助共同生活家庭成员信息,性别
民政,边缘救助共同生活家庭成员信息,出生日期
民政,边缘救助共同生活家庭成员信息,民族
民政,边缘救助共同生活家庭成员信息,文化程度
民政,边缘救助共同生活家庭成员信息,健康状况
民政,边缘救助共同生活家庭成员信息,婚姻状况
民政,边缘救助共同生活家庭成员信息,职业状况
民政,边缘救助共同生活家庭成员信息,政治面貌
民政,边缘救助共同生活家庭成员信息,户口性质
民政,边缘救助共同生活家庭成员信息,年份
民政,边缘救助共同生活家庭成员信息,月份
民政,边缘救助共同生活家庭成员信息,家庭关系
民政,边缘救助共同生活家庭成员信息,是否保障对象
民政,边缘救助共同生活家庭成员信息,人员类别
民政,边缘救助共同生活家庭成员信息,特定对象
民政,边缘救助共同生活家庭成员信息,残疾类别
民政,边缘救助共同生活家庭成员信息,残疾等级
民政,边缘救助共同生活家庭成员信息,残疾证号
民政,边缘救助共同生活家庭成员信息,开户银行
民政,边缘救助共同生活家庭成员信息,银行账号
民政,边缘救助共同生活家庭成员信息,劳动能力
民政,低保救助对象信息,户籍地址
民政,低保救助对象信息,居住地址
民政,低保救助对象信息,联系电话
民政,低保救助对象信息,申请人身份证
民政,低保救助对象信息,申请人
民政,低保救助对象信息,救助证编号
民政,低保救助对象信息,申请救助原因
民政,低保救助对象信息,开户银行
民政,低保救助对象信息,银行账号
民政,低保救助对象信息,月人均收入
民政,低保救助对象信息,保障标准
民政,低保救助对象信息,行政区划
民政,低保救助对象信息,户籍性质
民政,低保救助对象信息,家庭总人口
民政,低保救助对象信息,累计收入
民政,低保救助对象信息,申请类别
民政,低保救助对象信息,低保类别
民政,低保救助对象信息,致贫原因
民政,低保救助对象信息,开户人
民政,低保救助对象信息,开户人身份证
民政,低保救助对象信息,累计月份
民政,低保救助对象信息,累计支出
民政,低保救助对象信息,人均保障金
民政,低保救助对象信息,一般残人数
民政,低保救助对象信息,重残人数
民政,低保救助对象信息,保障总人口
民政,低保救助对象信息,一般残补差
民政,低保救助对象信息,重残补差
民政,低保救助对象信息,残疾补差金
民政,低保救助对象信息,户保障金
民政,低保救助对象信息,其他补助金
民政,低保救助对象信息,总发放金额
民政,低保救助对象信息,救助日期
民政,低保救助对象信息,低保类型
民政,低保救助对象信息,省厅区划编码
民政,低保救助对象信息,民政部区划编码
民政,低保救助对象信息,年份
民政,低保救助对象信息,月份
民政,低保救助人员家庭成员信息,身份证
民政,低保救助人员家庭成员信息,姓名
民政,低保救助人员家庭成员信息,性别
民政,低保救助人员家庭成员信息,出生日期
民政,低保救助人员家庭成员信息,民族
民政,低保救助人员家庭成员信息,文化程度
民政,低保救助人员家庭成员信息,健康状况
民政,低保救助人员家庭成员信息,婚姻状况
民政,低保救助人员家庭成员信息,家庭关系
民政,低保救助人员家庭成员信息,劳动能力
民政,低保救助人员家庭成员信息,人员类别
民政,低保救助人员家庭成员信息,工作单位
民政,低保救助人员家庭成员信息,月保障金
民政,低保救助人员家庭成员信息,政治面貌
民政,低保救助人员家庭成员信息,户口性质
民政,低保救助人员家庭成员信息,年龄
民政,低保救助人员家庭成员信息,是否保障对象
民政,低保救助人员家庭成员信息,残疾类别
民政,低保救助人员家庭成员信息,残疾等级
民政,低保救助人员家庭成员信息,残疾证号
民政,低保救助人员家庭成员信息,开户银行
民政,低保救助人员家庭成员信息,银行账号
民政,低保救助人员家庭成员信息,职业状况
民政,低保救助人员家庭成员信息,特定对象
民政,低保救助人员家庭成员信息,年份
民政,低保救助人员家庭成员信息,月份
民政,居家养老服务人员信息,所属地区
民政,居家养老服务人员信息,所属服务站点
民政,居家养老服务人员信息,姓名
民政,居家养老服务人员信息,身份证
民政,居家养老服务人员信息,出生年月
民政,居家养老服务人员信息,民族
民政,居家养老服务人员信息,政治面貌
民政,居家养老服务人员信息,住址
民政,居家养老服务人员信息,工种
民政,居家养老服务人员信息,资格证书编号
民政,居家养老服务人员信息,联系方式
民政,居家养老服务人员信息,文化程度
民政,居家养老服务人员信息,联系电话
民政,居家养老服务人员信息,籍贯
民政,居家养老服务人员信息,现居地
民政,居家养老服务人员信息,服务人员类型
民政,居家养老服务人员信息,付费类别
民政,居家养老服务人员信息,流程状态
民政,居家养老服务人员信息,服务类型
民政,居家养老服务人员信息,服务时间
民政,居家养老服务人员信息,服务费
民政,居家养老服务人员信息,人员类别
民政,居家养老服务人员信息,是否到家
民政,老年人优待证信息,出生日期
民政,老年人优待证信息,家庭地址
民政,老年人优待证信息,身份证
民政,老年人优待证信息,性别
民政,老年人优待证信息,姓名
民政,老年人优待证信息,证件类型
民政,临时救助待遇信息,执行时间
民政,临时救助待遇信息,发放金额
民政,临时救助待遇信息,待遇年月
民政,临时救助待遇信息,银行卡号
民政,临时救助待遇信息,开户银行
民政,临时救助待遇信息,待遇名称
民政,临时救助待遇信息,联系电话
民政,临时救助待遇信息,关系
民政,临时救助待遇信息,户主身份证
民政,临时救助待遇信息,户籍地
民政,临时救助待遇信息,出生日期
民政,临时救助待遇信息,身份证
民政,临时救助待遇信息,姓名
民政,临时救助待遇信息,所属地区
民政,临时救助待遇信息,经办时间
民政,临时救助对象基本信息,行政区划
民政,临时救助对象基本信息,户口性质
民政,临时救助对象基本信息,申请人
民政,临时救助对象基本信息,申请身份证
民政,临时救助对象基本信息,家庭总人口
民政,临时救助对象基本信息,居住地址
民政,临时救助对象基本信息,联系电话
民政,临时救助对象基本信息,年份
民政,临时救助对象基本信息,月份
民政,临时救助对象基本信息,户籍地址
民政,临时救助对象基本信息,是否保障对象
民政,临时救助对象基本信息,救助类别
民政,临时救助对象基本信息,申请救助原因
民政,临时救助对象基本信息,家庭类别
民政,临时救助对象基本信息,开户银行
民政,临时救助对象基本信息,开户人
民政,临时救助对象基本信息,开户人身份证
民政,临时救助对象基本信息,银行账号
民政,临时救助对象基本信息,受灾日期
民政,临时救助对象基本信息,受损金额
民政,临时救助对象基本信息,救助方式
民政,临时救助对象基本信息,救助日期
民政,临时救助对象基本信息,救助人数
民政,临时救助对象基本信息,救助金额
民政,临时救助对象基本信息,是否紧急
民政,临时救助对象基本信息,致贫原因
民政,临时救助对象基本信息,省厅区划编码
民政,临时救助对象基本信息,民政部区划编码
民政,临时救助人员家庭成员信息,工作学习单位
民政,临时救助人员家庭成员信息,身份证
民政,临时救助人员家庭成员信息,性别
民政,临时救助人员家庭成员信息,出生日期
民政,临时救助人员家庭成员信息,民族
民政,临时救助人员家庭成员信息,文化程度
民政,临时救助人员家庭成员信息,健康状况
民政,临时救助人员家庭成员信息,婚姻状况
民政,临时救助人员家庭成员信息,职业状况
民政,临时救助人员家庭成员信息,政治面貌
民政,临时救助人员家庭成员信息,户口性质
民政,临时救助人员家庭成员信息,年份
民政,临时救助人员家庭成员信息,月份
民政,临时救助人员家庭成员信息,姓名
民政,临时救助人员家庭成员信息,与户主关系
民政,临时救助人员家庭成员信息,是否保障对象
民政,临时救助人员家庭成员信息,人员类别
民政,临时救助人员家庭成员信息,劳动能力
民政,临时救助人员家庭成员信息,残疾类别
民政,临时救助人员家庭成员信息,残疾等级
民政,临时救助人员家庭成员信息,残疾证号
民政,临时救助人员家庭成员信息,特定是否保障对象
民政,留守儿童信息表,是否户口登记
民政,留守儿童信息表,户籍所在地
民政,留守儿童信息表,现居住地址
民政,留守儿童信息表,身体情况（健康、残疾、患病）
民政,留守儿童信息表,患病类型
民政,留守儿童信息表,是否学校寄宿
民政,留守儿童信息表,就学情况（幼儿园、未入园、小学、初中、高中、中职、辍学、不在学）
民政,留守儿童信息表,救助帮扶情况（享受低保、临时救助、医疗救助、住房救助、其他救助）
民政,留守儿童信息表,所在地级市
民政,留守儿童信息表,所在区（县、市）
民政,留守儿童信息表,街道
民政,留守儿童信息表,儿童类型
民政,留守儿童信息表,户籍状态
民政,留守儿童信息表,户籍类型
民政,留守儿童信息表,组织名称
民政,留守儿童信息表,姓名
民政,留守儿童信息表,性别
民政,留守儿童信息表,民族
民政,留守儿童信息表,出生日期
民政,留守儿童信息表,公民身份证号码
民政,留守儿童信息表,父亲姓名
民政,留守儿童信息表,父亲当前务工地点
民政,留守儿童信息表,父亲联系电话
民政,留守儿童信息表,父亲公民身份证号码
民政,留守儿童信息表,母亲姓名
民政,留守儿童信息表,母亲当前务工地点
民政,留守儿童信息表,母亲联系电话
民政,留守儿童信息表,母亲公民身份证号码
民政,留守儿童信息表,家庭经济来源（打工收入、种养殖业、政府救助、亲朋接济、其他可多选）
民政,留守儿童信息表,残疾类型
民政,留守儿童信息表,迁入时间
民政,留守儿童信息表,原户籍地址
民政,留守儿童信息表,省
民政,留守儿童信息表,村地址信息
民政,留守儿童信息表,残疾等级
民政,留守儿童信息表,迁出时间
民政,特困对象共同生活家庭成员信息表,身份证
民政,特困对象共同生活家庭成员信息表,姓名
民政,特困对象共同生活家庭成员信息表,性别
民政,特困对象共同生活家庭成员信息表,出生日期
民政,特困对象共同生活家庭成员信息表,民族
民政,特困对象共同生活家庭成员信息表,文化程度
民政,特困对象共同生活家庭成员信息表,健康状况
民政,特困对象共同生活家庭成员信息表,婚姻状况
民政,特困对象共同生活家庭成员信息表,劳动能力
民政,特困对象共同生活家庭成员信息表,职业状况
民政,特困对象共同生活家庭成员信息表,政治面貌
民政,特困对象共同生活家庭成员信息表,户口性质
民政,特困对象共同生活家庭成员信息表,年份
民政,特困对象共同生活家庭成员信息表,月份
民政,特困对象共同生活家庭成员信息表,家庭关系
民政,特困对象共同生活家庭成员信息表,是否保障对象
民政,特困对象共同生活家庭成员信息表,人员类别
民政,特困对象共同生活家庭成员信息表,特定对象
民政,特困对象共同生活家庭成员信息表,残疾类别
民政,特困对象共同生活家庭成员信息表,残疾等级
民政,特困对象共同生活家庭成员信息表,残疾证号
民政,特困对象基本信息表,申请身份证
民政,特困对象基本信息表,申请人
民政,特困对象基本信息表,户籍地址
民政,特困对象基本信息表,居住地址
民政,特困对象基本信息表,居住邮编
民政,特困对象基本信息表,联系电话
民政,特困对象基本信息表,救助证编号
民政,特困对象基本信息表,申请救助原因
民政,特困对象基本信息表,开户银行
民政,特困对象基本信息表,银行账号
民政,特困对象基本信息表,供养方式
民政,特困对象基本信息表,保障标准
民政,特困对象基本信息表,总发放金额
民政,特困对象基本信息表,行政区划
民政,特困对象基本信息表,户口性质
民政,特困对象基本信息表,家庭总人口
民政,特困对象基本信息表,年份
民政,特困对象基本信息表,月份
民政,特困对象基本信息表,户籍邮编
民政,特困对象基本信息表,申请类别
民政,特困对象基本信息表,致贫原因
民政,特困对象基本信息表,开户人
民政,特困对象基本信息表,开户人身份证
民政,特困对象基本信息表,是否集中供养
民政,特困对象基本信息表,供养地
民政,特困对象基本信息表,保障总人口
民政,特困对象基本信息表,护理等级
民政,特困对象基本信息表,护理标准
民政,特困对象基本信息表,护理费
民政,特困对象基本信息表,救助日期
民政,特困对象基本信息表,省厅区划编码
民政,特困对象基本信息表,民政部区划编码
民政,养老服务补贴给付信息,补贴金额
民政,养老服务补贴给付信息,补贴类别
民政,养老服务补贴给付信息,出生日期
民政,养老服务补贴给付信息,户口所在地
民政,养老服务补贴给付信息,婚姻状况
民政,养老服务补贴给付信息,家庭人数
民政,养老服务补贴给付信息,居住地址
民政,养老服务补贴给付信息,居住状况
民政,养老服务补贴给付信息,联系电话
民政,养老服务补贴给付信息,民族
民政,养老服务补贴给付信息,身份证
民政,养老服务补贴给付信息,性别
民政,养老服务补贴给付信息,姓名
民政,养老服务补贴给付信息,行政区划编号
民政,养老服务补贴给付信息,行政区划名称
民政,医疗救助对象基本信息,本人自付金额
民政,医疗救助对象基本信息,出院日期
民政,医疗救助对象基本信息,行政区划
民政,医疗救助对象基本信息,户口性质
民政,医疗救助对象基本信息,申请人
民政,医疗救助对象基本信息,申请身份证
民政,医疗救助对象基本信息,家庭总人口
民政,医疗救助对象基本信息,居住地址
民政,医疗救助对象基本信息,联系电话
民政,医疗救助对象基本信息,家庭年总收入
民政,医疗救助对象基本信息,年份
民政,医疗救助对象基本信息,月份
民政,医疗救助对象基本信息,户籍地址
民政,医疗救助对象基本信息,致贫原因
民政,医疗救助对象基本信息,是否核对
民政,医疗救助对象基本信息,家庭类别
民政,医疗救助对象基本信息,申请救助原因
民政,医疗救助对象基本信息,救助类别
民政,医疗救助对象基本信息,救助性质
民政,医疗救助对象基本信息,医保性质
民政,医疗救助对象基本信息,医保卡号
民政,医疗救助对象基本信息,报销类型
民政,医疗救助对象基本信息,救助日期
民政,医疗救助对象基本信息,就诊医院
民政,医疗救助对象基本信息,疾病名称
民政,医疗救助对象基本信息,就诊日期
民政,医疗救助对象基本信息,单据费用
民政,医疗救助对象基本信息,有效费用
民政,医疗救助对象基本信息,已报销金额
民政,医疗救助对象基本信息,本人自理金额
民政,医疗救助对象基本信息,本次报销基数
民政,医疗救助对象基本信息,本次救助金额
民政,医疗救助对象基本信息,本年报销数
民政,医疗救助对象基本信息,本年救助额
民政,医疗救助对象基本信息,年救助次数
民政,医疗救助对象基本信息,住院报销数
民政,医疗救助对象基本信息,住院救助额
民政,医疗救助对象基本信息,住院救助数
民政,医疗救助对象基本信息,门诊报销数
民政,医疗救助对象基本信息,门诊救助额
民政,医疗救助对象基本信息,门诊救助数
民政,医疗救助对象基本信息,省厅区划编码
民政,医疗救助对象基本信息,民政部区划编码
民政,医疗救助共同生活家庭成员信息,工作学习单位
民政,医疗救助共同生活家庭成员信息,身份证
民政,医疗救助共同生活家庭成员信息,姓名
民政,医疗救助共同生活家庭成员信息,性别
民政,医疗救助共同生活家庭成员信息,出生日期
民政,医疗救助共同生活家庭成员信息,民族
民政,医疗救助共同生活家庭成员信息,文化程度
民政,医疗救助共同生活家庭成员信息,健康状况
民政,医疗救助共同生活家庭成员信息,婚姻状况
民政,医疗救助共同生活家庭成员信息,职业状况
民政,医疗救助共同生活家庭成员信息,政治面貌
民政,医疗救助共同生活家庭成员信息,户口性质
民政,医疗救助共同生活家庭成员信息,家庭收入
民政,医疗救助共同生活家庭成员信息,年份
民政,医疗救助共同生活家庭成员信息,月份
民政,医疗救助共同生活家庭成员信息,家庭关系
民政,医疗救助共同生活家庭成员信息,是否保障对象
民政,医疗救助共同生活家庭成员信息,人员类别
民政,医疗救助共同生活家庭成员信息,特定是否保障对象
民政,医疗救助共同生活家庭成员信息,残疾类别
民政,医疗救助共同生活家庭成员信息,残疾等级
民政,医疗救助共同生活家庭成员信息,残疾证号
民政,医疗救助共同生活家庭成员信息,劳动能力
民政,医疗救助信息,户口所在地
民政,医疗救助信息,家庭户口
民政,医疗救助信息,救助日期
民政,医疗救助信息,救助性质
民政,医疗救助信息,救助原因
民政,医疗救助信息,民政局意见
民政,医疗救助信息,申请人姓名
民政,医疗救助信息,申请人身份证号
民政,医疗救助信息,性别
民政,医疗救助信息,医保卡号
民政,医疗救助信息,医保性质
民政,优抚对象基本信息,行政区划
民政,优抚对象基本信息,优抚对象类别名称
民政,优抚对象基本信息,姓名
民政,优抚对象基本信息,民族
民政,优抚对象基本信息,性别
民政,优抚对象基本信息,户口类别
民政,优抚对象基本信息,出生日期
民政,优抚对象基本信息,实际居住地址
民政,优抚对象基本信息,婚姻状况
民政,优抚对象基本信息,身份证号
民政,优抚对象基本信息,申请类别
民政,优抚对象基本信息,行政区划代码
民政,优抚对象基本信息,优抚对象状态
民政,优抚对象基本信息,入伍（参加工作）日期
民政,优抚对象基本信息,退伍（离退休）日期
民政,优抚对象基本信息,户口簿上地址
民政,优抚对象基本信息,户口簿上户口类别
民政,优抚对象基本信息,优抚证书编号
民政,优抚对象基本信息,就业情况
民政,优抚对象基本信息,是否属于孤老
民政,优抚对象基本信息,是否属于孤儿
民政,优抚对象基本信息,开始享受待遇年度
民政,优抚对象基本信息,停止享受待遇年度
民政,优抚对象基本信息,申请日期
民政,优抚对象基本信息,联系电话
民政,优抚对象基本信息,是否享受低保待遇
民政,优抚对象基本信息,殡葬死亡日期
民政,优抚对象基本信息,殡葬火化日期
民政,优抚对象基本信息,所属区县代码
民政,优抚对象基本信息,所属区县名称
民政,收养登记信息,收养父亲住址
民政,收养登记信息,收养母亲住址
民政,收养登记信息,收养父亲身份证件号
民政,收养登记信息,收养母亲身份证件号
民政,收养登记信息,收养父亲姓名
民政,收养登记信息,收养母亲姓名
民政,收养登记信息,收养父亲国籍
民政,收养登记信息,收养母亲国籍
民政,收养登记信息,被收养人住址
民政,收养登记信息,被收养后改名为
民政,收养登记信息,被收养人出生日期
民政,收养登记信息,被收养人身份证件号
民政,收养登记信息,被收养人姓名
民政,收养登记信息,被收养人性别
民政,收养登记信息,登记机关
民政,收养登记信息,送养人姓名（名称）
民政,收养登记信息,状态
民政,收养登记信息,收养人
民政,收养登记信息,收养证号
民政,重残家庭信息,救助证编号
民政,重残家庭信息,申请类别
民政,重残家庭信息,重残标准
民政,重残家庭信息,致贫原因
民政,重残家庭信息,重残家庭编号
民政,重残人员信息,人员类别
民政,重残人员信息,人员姓名
民政,重残人员信息,是否享受
民政,重残人员信息,人员身份证
民政,重残人员信息,重残人员编号
人社,失业保险领取情况信息,姓名
人社,失业保险领取情况信息,身份证件类型
人社,失业保险领取情况信息,身份证件号码
人社,失业保险领取情况信息,应领取失业保险月数
人社,失业保险领取情况信息,享受失业保险开始日期
人社,失业保险领取情况信息,享受失业保险结束日期
人社,失业保险领取情况信息,登记日期
人社,失业保险领取情况信息,登记机关全称
人社,社会保障卡信息,社会保障号码
人社,社会保障卡信息,姓名
人社,社会保障卡信息,性别
人社,社会保障卡信息,卡号
人社,社会保障卡信息,卡状态
人社,社会保障卡信息,发卡日期
人社,社会保障卡信息,发卡机构
人社,社会保险个人参保信息,单位名称
人社,社会保险个人参保信息,行政区划代码
人社,社会保险个人参保信息,社会保障号码
人社,社会保险个人参保信息,姓名
人社,社会保险个人参保信息,人员参保状态
人社,社会保险个人参保信息,个人缴费状态
人社,社会保险个人参保信息,证件类型
人社,社会保险个人参保信息,证件号码
人社,社会保险个人参保信息,开始日期
人社,社会保险个人参保信息,终止日期
人社,社会保险个人参保信息,险种类型
人社,社会保险个人参保信息,统一社会信用代码
人社,社会保险缴费状态信息,姓名
人社,社会保险缴费状态信息,身份证号
人社,社会保险缴费状态信息,工作单位
人社,社会保险缴费状态信息,统一社会信用码
人社,社会保险缴费状态信息,险种
人社,社会保险缴费状态信息,缴费期别
人社,社会保险缴费状态信息,基数
人社,社会保险缴费状态信息,应缴金额
人社,社会保险缴费状态信息,实缴金额
人社,社会保险缴费状态信息,执行时间
人社,事业单位人员基本信息,姓名
人社,事业单位人员基本信息,岗位分类
人社,事业单位人员基本信息,进入事业单位工作时间
人社,事业单位人员基本信息,进入事业单位工作类别
人社,事业单位人员基本信息,减员日期
人社,事业单位人员基本信息,减员类别
人社,事业单位人员基本信息,现任党政职务
人社,事业单位人员基本信息,岗位等级
人社,事业单位人员基本信息,现聘岗位时间
人社,事业单位人员基本信息,单位名称
人社,事业单位人员基本信息,现聘岗位年限
人社,事业单位人员基本信息,身份证件号码
人社,机关事业养老保险参保人员缴费明细信息,统筹区代码
人社,机关事业养老保险参保人员缴费明细信息,缴费类型
人社,机关事业养老保险参保人员缴费明细信息,统筹区名称
人社,机关事业养老保险参保人员缴费明细信息,统一社会信用代码
人社,机关事业养老保险参保人员缴费明细信息,到帐日期
人社,机关事业养老保险参保人员缴费明细信息,社会保障号码
人社,机关事业养老保险参保人员缴费明细信息,姓名
人社,机关事业养老保险参保人员缴费明细信息,证件类型
人社,机关事业养老保险参保人员缴费明细信息,证件号码
人社,机关事业养老保险参保人员缴费明细信息,单位实缴金额
人社,机关事业养老保险参保人员缴费明细信息,个人实缴金额
人社,机关事业养老保险参保人员缴费明细信息,单位实缴年金
人社,机关事业养老保险参保人员缴费明细信息,个人实缴年金
人社,机关事业养老保险参保人员缴费明细信息,险种
人社,机关事业养老保险参保人员缴费明细信息,缴费基数
人社,机关事业养老保险参保人员缴费明细信息,调整前缴费基数
人社,机关事业养老保险参保人员缴费明细信息,调整后缴费基数
人社,工伤保险定期待遇信息,执行时间
人社,工伤保险定期待遇信息,伤残等级
人社,工伤保险定期待遇信息,终止年月
人社,工伤保险定期待遇信息,开始年月
